,Features,DTC,RFC,GBC
458,31511,0.0,0.0,0.0
459,315111,0.0,0.0,0.0
460,315119,0.0,0.0,0.0
461,31519,0.0,0.0,0.0
462,315191,0.0,0.0,0.0
463,315192,0.0,0.0,0.0
464,3152,0.0,8.554699883676002e-05,0.0
465,31521,0.0,0.0,0.0
466,315211,0.0,0.0,0.0
467,315212,0.0,0.0,0.0
468,31522,0.0,0.0,0.0
469,315221,0.0,0.0,0.0
470,315222,0.0,4.636162031268963e-06,0.0
471,315223,0.0,0.0,0.0
472,315224,0.0,0.0,0.0
473,315225,0.0,0.0,0.0
474,315228,0.0,0.0,0.0
475,31523,0.0,0.0,0.0
476,315231,0.0,0.0,0.0
477,315232,0.0,0.0,0.0
478,315233,0.0,0.0,0.0
479,315234,0.0,0.0,0.0
480,315239,0.0,0.0,0.0
481,31529,0.0,0.0,0.0
482,315291,0.0,0.0,0.0
483,315292,0.0,0.0,0.0
484,315299,0.0,0.0,0.0
485,3159,0.0,0.0,0.0
486,31599,0.0,0.0,0.0
487,315991,0.0,0.0,0.0
488,315992,0.0,0.0,0.0
489,315993,0.0,0.0,0.0
490,315999,0.0,0.0,0.0
491,316,0.0,0.0,0.0
492,3161,0.0,0.0,0.0
493,31611,0.0,0.0,0.0
494,316110,0.0,0.0,0.0
495,3162,0.0,0.0,0.0
496,31621,0.0,0.0,0.0
497,316211,0.0,0.0,0.0
498,316212,0.0,0.0,0.0
499,316213,0.0,0.0,0.0
500,316214,0.0,0.0,0.0
501,316219,0.0,0.0,0.0
502,3169,0.0,0.0,0.0
503,31699,0.0,0.0,0.0
504,316991,0.0,0.0,0.0
505,316992,0.0,0.0,0.0
506,316993,0.0,0.0,0.0
507,316999,0.0,0.0,0.0
508,321,0.0,0.0012550421073378615,0.0
509,3211,0.0,0.0001170068044781624,0.0
510,32111,0.0,7.391265020263477e-05,0.0
511,321113,0.0,6.966495164675005e-05,0.0
512,321114,0.0,0.0,0.0
513,3212,0.0,0.0,0.0
514,32121,0.0,0.0,0.0
515,321211,0.0,0.0,0.0
516,321212,0.0,0.0,0.0
517,321213,0.0,0.0,0.0
518,321214,0.0,0.0,0.0
519,321219,0.0,0.0,0.0
520,3219,0.0,0.000131898812656128,0.0
521,32191,0.0,7.149299345458147e-06,0.0
522,321911,0.0,2.0170095881821703e-05,0.0
523,321912,0.0,0.0,0.0
524,321918,0.0,0.0,0.0
525,32192,0.0,8.90092802523231e-05,0.0
526,321920,0.0,0.0,0.0
527,32199,0.0,0.0,0.0
528,321991,0.0,0.0,0.0
529,321992,0.0,0.0,0.0
530,321999,0.0,0.0,0.0
531,322,0.0,0.0002582191580169721,0.0
532,3221,0.0,0.0,0.0
533,32211,0.0,0.0,0.0
534,322110,0.0,0.0,0.0
535,32212,0.0,0.0,0.0
536,322121,0.0,0.0,0.0
537,322122,0.0,0.0,0.0
538,32213,0.0,0.0,0.0
539,322130,0.0,0.0,0.0
540,3222,0.0,7.023990821264488e-05,0.0
541,32221,0.0,6.791514770123335e-05,0.0
542,322211,0.0,9.87114735794886e-05,0.0
543,322212,0.0,0.0,0.0
544,322213,0.0,0.0,0.0
545,322214,0.0,0.0,0.0
546,322215,0.0,0.0,0.0
547,32222,0.0,4.935933432673919e-05,0.0
548,322221,0.0,0.0,0.0
549,322222,0.0,3.706727247200033e-05,0.0
550,322223,0.0,0.0,0.0
551,322224,0.0,0.0,0.0
552,322225,0.0,0.0,0.0
553,322226,0.0,0.0,0.0
554,32223,0.0,0.0,0.0
555,322231,0.0,0.0,0.0
556,322232,0.0,0.0,0.0
557,322233,0.0,0.0,0.0
558,32229,0.0,0.0,0.0
559,322291,0.0,0.0,0.0
560,322299,0.0,0.0,0.0
561,323,0.0,0.0005023680699447749,0.0
562,3231,0.0,0.0006448734859019504,0.0
563,32311,0.0,0.0005373615902413881,0.0
564,323110,0.0,0.0001225080455386874,0.0
565,323111,0.0,0.0,0.0
566,323112,0.0,0.0,0.0
567,323113,0.0,7.192889993873746e-05,0.0
568,323114,0.0,0.00032883145178116675,0.0
569,323115,0.0,4.455957630152282e-05,0.0
570,323116,0.0,0.0,0.0
571,323117,0.0,0.0,0.0
572,323118,0.0,0.0,0.0
573,323119,0.0,0.00014277487533461957,0.0
574,32312,0.0,4.277770293190277e-05,0.0
575,323121,0.0,0.0,0.0
576,323122,0.0,0.0,0.0
577,324,0.0,0.0,0.0
578,3241,0.0,0.0,0.0
579,32411,0.0,0.0,0.0
580,324110,0.0,0.0,0.0
581,32412,0.0,0.00023048410247568935,0.0
582,324121,0.0,0.0,0.0
583,324122,0.0,0.0,0.0
584,32419,0.0,7.731616109761999e-05,0.0
585,324191,0.0,0.0,0.0
586,324199,0.0,0.0,0.0
587,325,0.0,0.0006485545172904705,0.0
588,3251,0.0,0.00017180450611475458,0.0
589,32511,0.0,0.0,0.0
590,325110,0.0,0.0,0.0
591,32512,0.0,0.0,0.0
592,325120,0.0,0.0,0.0
593,32513,0.0,0.0,0.0
594,325131,0.0,0.0,0.0
595,325132,0.0,0.0,0.0
596,32518,0.0,3.5784321363616024e-05,0.0
597,325181,0.0,0.0,0.0
598,325182,0.0,0.0,0.0
599,325188,0.0,0.0,0.0
600,32519,0.0,0.0,0.0
601,325191,0.0,0.0,0.0
602,325192,0.0,0.0,0.0
603,325193,0.0,0.0,0.0
604,325199,0.0,0.0,0.0
605,3252,0.0,0.0,0.0
606,32521,0.0,0.0,0.0
607,325211,0.0,0.0,0.0
608,325212,0.0,0.0,0.0
609,32522,0.0,0.0,0.0
610,325221,0.0,0.0,0.0
611,325222,0.0,0.0,0.0
612,3253,0.0,0.0,0.0
613,32531,0.0,0.0,0.0
614,325311,0.0,0.0,0.0
615,325312,0.0,0.0,0.0
616,325314,0.0,0.0,0.0
617,32532,0.0,0.0,0.0
618,325320,0.0,0.0,0.0
619,3254,0.0,0.0,0.0
620,32541,0.0,1.8570451559287087e-05,0.0
621,325411,0.0,0.0,0.0
622,325412,0.0,0.0,0.0
623,325413,0.0,0.0,0.0
624,325414,0.0,0.0,0.0
625,3255,0.0,0.0003537595996040216,0.0
626,32551,0.0,0.0,0.0
627,325510,0.0,6.867114394735602e-05,0.0
628,32552,0.0,3.745543334974224e-05,0.0
629,325520,0.0,8.212901578309207e-06,0.0
630,3256,0.0,0.0,0.0
631,32561,0.0,0.0,0.0
632,325611,0.0,0.0,0.0
633,325612,0.0,2.9366173179658795e-05,0.0
634,325613,0.0,0.0,0.0
635,32562,0.0,1.6707688135894193e-06,0.0
636,325620,0.0,0.0,0.0
637,3259,0.0,0.00014651457261137784,0.0
638,32591,0.0,0.0,0.0
639,325910,0.0,0.0,0.0
640,32592,0.0,0.0,0.0
641,325920,0.0,0.0,0.0
642,32599,0.0,3.8078627294484874e-05,0.0
643,325991,0.0,0.0,0.0
644,325992,0.0,3.38630554356034e-05,0.0
645,325998,0.0,0.0,0.0
646,326,0.0,0.0006936675576656896,0.0
647,3261,0.0,0.00012289240419980418,0.0
648,32611,0.0,0.0,0.0
649,326111,0.0,0.0,0.0
650,326112,0.0,0.0,0.0
651,326113,0.0,0.0,0.0
652,32612,0.0,0.0,0.0
653,326121,0.0,0.0,0.0
654,326122,0.0,0.0,0.0
655,32613,0.0,0.0,0.0
656,326130,0.0,0.0,0.0
657,32614,0.0,0.0,0.0
658,326140,0.0,0.0,0.0
659,32615,0.0,3.385980449869012e-05,0.001803349280600381
660,326150,0.0,0.00010737688657672917,0.0011582129709794698
661,32616,0.0,0.0,0.0
662,326160,0.0,0.0,0.0
663,32619,0.0,0.00032122867266738887,0.0
664,326191,0.0,0.0,0.0
665,326192,0.0,0.0,0.0
666,326199,0.0,8.76038156653352e-06,0.0
667,3262,0.0,0.00037194839721587476,0.0
668,32621,0.0,0.0,0.0
669,326211,0.0,0.0,0.0
670,326212,0.0,0.0,0.0
671,32622,0.0,0.0,0.0
672,326220,0.0,0.0,0.0
673,32629,0.0,0.0,0.0
674,326291,0.0,0.0,0.0
675,326299,0.0,0.0,0.0
676,327,0.0,0.000916375479332414,0.0
677,3271,0.0,0.0,0.0
678,32711,0.0,1.3595220227913164e-05,0.0
679,327111,0.0,0.0,0.0
680,327112,0.0,9.298988702429448e-06,0.0
681,327113,0.0,0.0,0.0
682,32712,0.0,1.4267741727918504e-06,0.0
683,327121,0.0,0.0,0.0
684,327122,0.0,0.0,0.0
685,327123,0.0,0.0,0.0
686,327124,0.0,0.0,0.0
687,327125,0.0,0.0,0.0
688,3272,0.0,2.8929487881145596e-05,0.0
689,32721,0.0,0.0,0.0
690,327211,0.0,1.7258138721294024e-05,0.0
691,327212,0.0,0.0,0.0
692,327213,0.0,0.0,0.0
693,327215,0.0,0.0,0.0
694,3273,0.0,0.0005462172115056265,0.0
695,32731,0.0,0.0,0.0
696,327310,0.0,0.0,0.0
697,32732,0.0,0.0004078258638329026,0.0
698,327320,0.0,5.4574986786396806e-05,0.0
699,32733,0.0,0.0,0.0
700,327331,0.0,0.0,0.0
701,327332,0.0,0.0,0.0
702,32739,0.0,0.0,0.0
703,327390,0.0,0.0,0.0
704,3274,0.0,0.0,0.0
705,32741,0.0,0.0,0.0
706,327410,0.0,0.0,0.0
707,32742,0.0,0.0,0.0
708,327420,0.0,0.0,0.0
709,3279,0.0,8.971549368655731e-05,0.0
710,32791,0.0,0.0,0.0
711,327910,0.0,0.0,0.0
712,32799,0.0,0.0,0.0
713,327991,0.0,0.0,0.0
714,327992,0.0,0.0,0.0
715,327993,0.0,0.0,0.0
